,Date,Survey,Borough,Measure,Proportion,MPS
396,3/31/2015,PAS,Haringey,Treat everyone fairly,0.77,0.75
397,3/31/2015,PAS,Harrow,Treat everyone fairly,0.83,0.75
398,3/31/2015,PAS,Havering,Treat everyone fairly,0.78,0.75
399,3/31/2015,PAS,Hillingdon,Treat everyone fairly,0.84,0.75
400,3/31/2015,PAS,Hounslow,Treat everyone fairly,0.78,0.75
401,3/31/2015,PAS,Islington,Treat everyone fairly,0.76,0.75
402,3/31/2015,PAS,Kensington and Chelsea,Treat everyone fairly,0.74,0.75
403,3/31/2015,PAS,Kingston upon Thames,Treat everyone fairly,0.73,0.75
404,3/31/2015,PAS,Lambeth,Treat everyone fairly,0.67,0.75
405,3/31/2015,PAS,Lewisham,Treat everyone fairly,0.67,0.75
406,3/31/2015,PAS,Merton,Treat everyone fairly,0.74,0.75
407,3/31/2015,PAS,Newham,Treat everyone fairly,0.76,0.75
408,3/31/2015,PAS,Redbridge,Treat everyone fairly,0.82,0.75
409,3/31/2015,PAS,Richmond upon Thames,Treat everyone fairly,0.79,0.75
410,3/31/2015,PAS,Southwark,Treat everyone fairly,0.7,0.75
411,3/31/2015,PAS,Sutton,Treat everyone fairly,0.76,0.75
412,3/31/2015,PAS,Tower Hamlets,Treat everyone fairly,0.71,0.75
413,3/31/2015,PAS,Waltham Forest,Treat everyone fairly,0.79,0.75
414,3/31/2015,PAS,Wandsworth,Treat everyone fairly,0.72,0.75
415,3/31/2015,PAS,City of Westminster,Treat everyone fairly,0.74,0.75
416,3/31/2015,PAS,Barking and Dagenham,Understand issues,0.66,0.73
417,3/31/2015,PAS,Barnet,Understand issues,0.69,0.73
418,3/31/2015,PAS,Bexley,Understand issues,0.74,0.73
419,3/31/2015,PAS,Brent,Understand issues,0.74,0.73
420,3/31/2015,PAS,Bromley,Understand issues,0.75,0.73
421,3/31/2015,PAS,Camden,Understand issues,0.7,0.73
422,3/31/2015,PAS,Croydon,Understand issues,0.65,0.73
423,3/31/2015,PAS,Ealing,Understand issues,0.77,0.73
424,3/31/2015,PAS,Enfield,Understand issues,0.7,0.73
425,3/31/2015,PAS,Greenwich,Understand issues,0.73,0.73
426,3/31/2015,PAS,Hackney,Understand issues,0.74,0.73
427,3/31/2015,PAS,Hammersmith and Fulham,Understand issues,0.72,0.73
428,3/31/2015,PAS,Haringey,Understand issues,0.8,0.73
429,3/31/2015,PAS,Harrow,Understand issues,0.78,0.73
430,3/31/2015,PAS,Havering,Understand issues,0.7,0.73
431,3/31/2015,PAS,Hillingdon,Understand issues,0.75,0.73
432,3/31/2015,PAS,Hounslow,Understand issues,0.7,0.73
433,3/31/2015,PAS,Islington,Understand issues,0.81,0.73
434,3/31/2015,PAS,Kensington and Chelsea,Understand issues,0.78,0.73
435,3/31/2015,PAS,Kingston upon Thames,Understand issues,0.73,0.73
436,3/31/2015,PAS,Lambeth,Understand issues,0.7,0.73
437,3/31/2015,PAS,Lewisham,Understand issues,0.64,0.73
438,3/31/2015,PAS,Merton,Understand issues,0.73,0.73
439,3/31/2015,PAS,Newham,Understand issues,0.7,0.73
440,3/31/2015,PAS,Redbridge,Understand issues,0.79,0.73
441,3/31/2015,PAS,Richmond upon Thames,Understand issues,0.81,0.73
442,3/31/2015,PAS,Southwark,Understand issues,0.72,0.73
443,3/31/2015,PAS,Sutton,Understand issues,0.81,0.73
444,3/31/2015,PAS,Tower Hamlets,Understand issues,0.67,0.73
445,3/31/2015,PAS,Waltham Forest,Understand issues,0.8,0.73
446,3/31/2015,PAS,Wandsworth,Understand issues,0.72,0.73
447,3/31/2015,PAS,City of Westminster,Understand issues,0.79,0.73
448,6/30/2015,PAS,Barking and Dagenham,"""Good Job"" local",0.61,0.66
449,6/30/2015,PAS,Barnet,"""Good Job"" local",0.66,0.66
450,6/30/2015,PAS,Bexley,"""Good Job"" local",0.73,0.66
451,6/30/2015,PAS,Brent,"""Good Job"" local",0.62,0.66
452,6/30/2015,PAS,Bromley,"""Good Job"" local",0.74,0.66
453,6/30/2015,PAS,Camden,"""Good Job"" local",0.68,0.66
454,6/30/2015,PAS,Croydon,"""Good Job"" local",0.6,0.66
455,6/30/2015,PAS,Ealing,"""Good Job"" local",0.65,0.66
456,6/30/2015,PAS,Enfield,"""Good Job"" local",0.6,0.66
457,6/30/2015,PAS,Greenwich,"""Good Job"" local",0.69,0.66
458,6/30/2015,PAS,Hackney,"""Good Job"" local",0.63,0.66
459,6/30/2015,PAS,Hammersmith and Fulham,"""Good Job"" local",0.72,0.66
460,6/30/2015,PAS,Haringey,"""Good Job"" local",0.57,0.66
461,6/30/2015,PAS,Harrow,"""Good Job"" local",0.68,0.66
462,6/30/2015,PAS,Havering,"""Good Job"" local",0.71,0.66
463,6/30/2015,PAS,Hillingdon,"""Good Job"" local",0.64,0.66
464,6/30/2015,PAS,Hounslow,"""Good Job"" local",0.64,0.66
465,6/30/2015,PAS,Islington,"""Good Job"" local",0.68,0.66
466,6/30/2015,PAS,Kensington and Chelsea,"""Good Job"" local",0.78,0.66
467,6/30/2015,PAS,Kingston upon Thames,"""Good Job"" local",0.73,0.66
468,6/30/2015,PAS,Lambeth,"""Good Job"" local",0.62,0.66
469,6/30/2015,PAS,Lewisham,"""Good Job"" local",0.62,0.66
470,6/30/2015,PAS,Merton,"""Good Job"" local",0.67,0.66
471,6/30/2015,PAS,Newham,"""Good Job"" local",0.65,0.66
472,6/30/2015,PAS,Redbridge,"""Good Job"" local",0.64,0.66
473,6/30/2015,PAS,Richmond upon Thames,"""Good Job"" local",0.77,0.66
474,6/30/2015,PAS,Southwark,"""Good Job"" local",0.69,0.66
475,6/30/2015,PAS,Sutton,"""Good Job"" local",0.73,0.66
476,6/30/2015,PAS,Tower Hamlets,"""Good Job"" local",0.6,0.66
477,6/30/2015,PAS,Waltham Forest,"""Good Job"" local",0.66,0.66
478,6/30/2015,PAS,Wandsworth,"""Good Job"" local",0.69,0.66
479,6/30/2015,PAS,City of Westminster,"""Good Job"" local",0.74,0.66
480,6/30/2015,PAS,Barking and Dagenham,Contact ward officer,0.29,0.41
481,6/30/2015,PAS,Barnet,Contact ward officer,0.39,0.41
482,6/30/2015,PAS,Bexley,Contact ward officer,0.36,0.41
483,6/30/2015,PAS,Brent,Contact ward officer,0.41,0.41
484,6/30/2015,PAS,Bromley,Contact ward officer,0.44,0.41
485,6/30/2015,PAS,Camden,Contact ward officer,0.51,0.41
486,6/30/2015,PAS,Croydon,Contact ward officer,0.33,0.41
487,6/30/2015,PAS,Ealing,Contact ward officer,0.42,0.41
488,6/30/2015,PAS,Enfield,Contact ward officer,0.42,0.41
489,6/30/2015,PAS,Greenwich,Contact ward officer,0.45,0.41
490,6/30/2015,PAS,Hackney,Contact ward officer,0.49,0.41
491,6/30/2015,PAS,Hammersmith and Fulham,Contact ward officer,0.35,0.41
492,6/30/2015,PAS,Haringey,Contact ward officer,0.55,0.41
493,6/30/2015,PAS,Harrow,Contact ward officer,0.37,0.41
494,6/30/2015,PAS,Havering,Contact ward officer,0.37,0.41
495,6/30/2015,PAS,Hillingdon,Contact ward officer,0.47,0.41
496,6/30/2015,PAS,Hounslow,Contact ward officer,0.42,0.41
497,6/30/2015,PAS,Islington,Contact ward officer,0.45,0.41
498,6/30/2015,PAS,Kensington and Chelsea,Contact ward officer,0.36,0.41
499,6/30/2015,PAS,Kingston upon Thames,Contact ward officer,0.45,0.41
500,6/30/2015,PAS,Lambeth,Contact ward officer,0.51,0.41
501,6/30/2015,PAS,Lewisham,Contact ward officer,0.5,0.41
502,6/30/2015,PAS,Merton,Contact ward officer,0.37,0.41
503,6/30/2015,PAS,Newham,Contact ward officer,0.41,0.41
504,6/30/2015,PAS,Redbridge,Contact ward officer,0.29,0.41
505,6/30/2015,PAS,Richmond upon Thames,Contact ward officer,0.46,0.41
506,6/30/2015,PAS,Southwark,Contact ward officer,0.45,0.41
507,6/30/2015,PAS,Sutton,Contact ward officer,0.41,0.41
508,6/30/2015,PAS,Tower Hamlets,Contact ward officer,0.43,0.41
509,6/30/2015,PAS,Waltham Forest,Contact ward officer,0.32,0.41
510,6/30/2015,PAS,Wandsworth,Contact ward officer,0.33,0.41
511,6/30/2015,PAS,City of Westminster,Contact ward officer,0.34,0.41
512,6/30/2015,PAS,Barking and Dagenham,Informed local,0.41,0.47
513,6/30/2015,PAS,Barnet,Informed local,0.44,0.47
514,6/30/2015,PAS,Bexley,Informed local,0.52,0.47
515,6/30/2015,PAS,Brent,Informed local,0.42,0.47
516,6/30/2015,PAS,Bromley,Informed local,0.54,0.47
517,6/30/2015,PAS,Camden,Informed local,0.42,0.47
518,6/30/2015,PAS,Croydon,Informed local,0.48,0.47
519,6/30/2015,PAS,Ealing,Informed local,0.49,0.47
520,6/30/2015,PAS,Enfield,Informed local,0.39,0.47
521,6/30/2015,PAS,Greenwich,Informed local,0.51,0.47
522,6/30/2015,PAS,Hackney,Informed local,0.44,0.47
523,6/30/2015,PAS,Hammersmith and Fulham,Informed local,0.51,0.47
524,6/30/2015,PAS,Haringey,Informed local,0.48,0.47
525,6/30/2015,PAS,Harrow,Informed local,0.48,0.47
526,6/30/2015,PAS,Havering,Informed local,0.47,0.47
527,6/30/2015,PAS,Hillingdon,Informed local,0.49,0.47
528,6/30/2015,PAS,Hounslow,Informed local,0.48,0.47
529,6/30/2015,PAS,Islington,Informed local,0.42,0.47
530,6/30/2015,PAS,Kensington and Chelsea,Informed local,0.43,0.47
531,6/30/2015,PAS,Kingston upon Thames,Informed local,0.5,0.47
532,6/30/2015,PAS,Lambeth,Informed local,0.46,0.47
533,6/30/2015,PAS,Lewisham,Informed local,0.4,0.47
534,6/30/2015,PAS,Merton,Informed local,0.53,0.47
535,6/30/2015,PAS,Newham,Informed local,0.46,0.47
536,6/30/2015,PAS,Redbridge,Informed local,0.4,0.47
537,6/30/2015,PAS,Richmond upon Thames,Informed local,0.57,0.47
538,6/30/2015,PAS,Southwark,Informed local,0.42,0.47
539,6/30/2015,PAS,Sutton,Informed local,0.63,0.47
540,6/30/2015,PAS,Tower Hamlets,Informed local,0.51,0.47
541,6/30/2015,PAS,Waltham Forest,Informed local,0.42,0.47
542,6/30/2015,PAS,Wandsworth,Informed local,0.47,0.47
543,6/30/2015,PAS,City of Westminster,Informed local,0.45,0.47
544,6/30/2015,PAS,Barking and Dagenham,Listen to concerns,0.68,0.74
545,6/30/2015,PAS,Barnet,Listen to concerns,0.73,0.74
546,6/30/2015,PAS,Bexley,Listen to concerns,0.72,0.74
547,6/30/2015,PAS,Brent,Listen to concerns,0.74,0.74
548,6/30/2015,PAS,Bromley,Listen to concerns,0.76,0.74
549,6/30/2015,PAS,Camden,Listen to concerns,0.75,0.74
550,6/30/2015,PAS,Croydon,Listen to concerns,0.7,0.74
551,6/30/2015,PAS,Ealing,Listen to concerns,0.69,0.74
552,6/30/2015,PAS,Enfield,Listen to concerns,0.66,0.74
553,6/30/2015,PAS,Greenwich,Listen to concerns,0.75,0.74
554,6/30/2015,PAS,Hackney,Listen to concerns,0.72,0.74
555,6/30/2015,PAS,Hammersmith and Fulham,Listen to concerns,0.75,0.74
556,6/30/2015,PAS,Haringey,Listen to concerns,0.81,0.74
557,6/30/2015,PAS,Harrow,Listen to concerns,0.75,0.74
558,6/30/2015,PAS,Havering,Listen to concerns,0.72,0.74
559,6/30/2015,PAS,Hillingdon,Listen to concerns,0.7,0.74
560,6/30/2015,PAS,Hounslow,Listen to concerns,0.71,0.74
561,6/30/2015,PAS,Islington,Listen to concerns,0.8,0.74
562,6/30/2015,PAS,Kensington and Chelsea,Listen to concerns,0.77,0.74
563,6/30/2015,PAS,Kingston upon Thames,Listen to concerns,0.74,0.74
564,6/30/2015,PAS,Lambeth,Listen to concerns,0.69,0.74
565,6/30/2015,PAS,Lewisham,Listen to concerns,0.72,0.74
566,6/30/2015,PAS,Merton,Listen to concerns,0.74,0.74
567,6/30/2015,PAS,Newham,Listen to concerns,0.74,0.74
568,6/30/2015,PAS,Redbridge,Listen to concerns,0.79,0.74
569,6/30/2015,PAS,Richmond upon Thames,Listen to concerns,0.76,0.74
570,6/30/2015,PAS,Southwark,Listen to concerns,0.75,0.74
571,6/30/2015,PAS,Sutton,Listen to concerns,0.81,0.74
572,6/30/2015,PAS,Tower Hamlets,Listen to concerns,0.74,0.74
573,6/30/2015,PAS,Waltham Forest,Listen to concerns,0.8,0.74
574,6/30/2015,PAS,Wandsworth,Listen to concerns,0.7,0.74
575,6/30/2015,PAS,City of Westminster,Listen to concerns,0.82,0.74
576,6/30/2015,PAS,Barking and Dagenham,Relied on to be there,0.74,0.77
577,6/30/2015,PAS,Barnet,Relied on to be there,0.77,0.77
578,6/30/2015,PAS,Bexley,Relied on to be there,0.81,0.77
579,6/30/2015,PAS,Brent,Relied on to be there,0.75,0.77
580,6/30/2015,PAS,Bromley,Relied on to be there,0.74,0.77
581,6/30/2015,PAS,Camden,Relied on to be there,0.78,0.77
582,6/30/2015,PAS,Croydon,Relied on to be there,0.69,0.77
583,6/30/2015,PAS,Ealing,Relied on to be there,0.78,0.77
584,6/30/2015,PAS,Enfield,Relied on to be there,0.71,0.77
585,6/30/2015,PAS,Greenwich,Relied on to be there,0.78,0.77
586,6/30/2015,PAS,Hackney,Relied on to be there,0.79,0.77
587,6/30/2015,PAS,Hammersmith and Fulham,Relied on to be there,0.79,0.77
588,6/30/2015,PAS,Haringey,Relied on to be there,0.75,0.77
589,6/30/2015,PAS,Harrow,Relied on to be there,0.76,0.77
590,6/30/2015,PAS,Havering,Relied on to be there,0.72,0.77
591,6/30/2015,PAS,Hillingdon,Relied on to be there,0.75,0.77
592,6/30/2015,PAS,Hounslow,Relied on to be there,0.78,0.77
593,6/30/2015,PAS,Islington,Relied on to be there,0.81,0.77
594,6/30/2015,PAS,Kensington and Chelsea,Relied on to be there,0.83,0.77
595,6/30/2015,PAS,Kingston upon Thames,Relied on to be there,0.79,0.77
596,6/30/2015,PAS,Lambeth,Relied on to be there,0.75,0.77
597,6/30/2015,PAS,Lewisham,Relied on to be there,0.79,0.77
598,6/30/2015,PAS,Merton,Relied on to be there,0.8,0.77
599,6/30/2015,PAS,Newham,Relied on to be there,0.81,0.77
600,6/30/2015,PAS,Redbridge,Relied on to be there,0.79,0.77
601,6/30/2015,PAS,Richmond upon Thames,Relied on to be there,0.79,0.77
602,6/30/2015,PAS,Southwark,Relied on to be there,0.77,0.77
603,6/30/2015,PAS,Sutton,Relied on to be there,0.78,0.77
604,6/30/2015,PAS,Tower Hamlets,Relied on to be there,0.81,0.77
605,6/30/2015,PAS,Waltham Forest,Relied on to be there,0.76,0.77
606,6/30/2015,PAS,Wandsworth,Relied on to be there,0.8,0.77
607,6/30/2015,PAS,City of Westminster,Relied on to be there,0.83,0.77
608,6/30/2015,PAS,Barking and Dagenham,Treat everyone fairly,0.76,0.74
609,6/30/2015,PAS,Barnet,Treat everyone fairly,0.79,0.74
610,6/30/2015,PAS,Bexley,Treat everyone fairly,0.77,0.74
611,6/30/2015,PAS,Brent,Treat everyone fairly,0.73,0.74
612,6/30/2015,PAS,Bromley,Treat everyone fairly,0.74,0.74
613,6/30/2015,PAS,Camden,Treat everyone fairly,0.67,0.74
614,6/30/2015,PAS,Croydon,Treat everyone fairly,0.67,0.74
615,6/30/2015,PAS,Ealing,Treat everyone fairly,0.76,0.74
616,6/30/2015,PAS,Enfield,Treat everyone fairly,0.72,0.74
617,6/30/2015,PAS,Greenwich,Treat everyone fairly,0.74,0.74
618,6/30/2015,PAS,Hackney,Treat everyone fairly,0.65,0.74
619,6/30/2015,PAS,Hammersmith and Fulham,Treat everyone fairly,0.73,0.74
620,6/30/2015,PAS,Haringey,Treat everyone fairly,0.73,0.74
621,6/30/2015,PAS,Harrow,Treat everyone fairly,0.83,0.74
622,6/30/2015,PAS,Havering,Treat everyone fairly,0.77,0.74
623,6/30/2015,PAS,Hillingdon,Treat everyone fairly,0.81,0.74
624,6/30/2015,PAS,Hounslow,Treat everyone fairly,0.76,0.74
625,6/30/2015,PAS,Islington,Treat everyone fairly,0.77,0.74
626,6/30/2015,PAS,Kensington and Chelsea,Treat everyone fairly,0.73,0.74
627,6/30/2015,PAS,Kingston upon Thames,Treat everyone fairly,0.68,0.74
628,6/30/2015,PAS,Lambeth,Treat everyone fairly,0.64,0.74
629,6/30/2015,PAS,Lewisham,Treat everyone fairly,0.68,0.74
630,6/30/2015,PAS,Merton,Treat everyone fairly,0.68,0.74
631,6/30/2015,PAS,Newham,Treat everyone fairly,0.79,0.74
632,6/30/2015,PAS,Redbridge,Treat everyone fairly,0.83,0.74
633,6/30/2015,PAS,Richmond upon Thames,Treat everyone fairly,0.76,0.74
634,6/30/2015,PAS,Southwark,Treat everyone fairly,0.72,0.74
635,6/30/2015,PAS,Sutton,Treat everyone fairly,0.75,0.74
636,6/30/2015,PAS,Tower Hamlets,Treat everyone fairly,0.74,0.74
637,6/30/2015,PAS,Waltham Forest,Treat everyone fairly,0.78,0.74
638,6/30/2015,PAS,Wandsworth,Treat everyone fairly,0.72,0.74
639,6/30/2015,PAS,City of Westminster,Treat everyone fairly,0.76,0.74
640,6/30/2015,PAS,Barking and Dagenham,Understand issues,0.69,0.73
641,6/30/2015,PAS,Barnet,Understand issues,0.68,0.73
642,6/30/2015,PAS,Bexley,Understand issues,0.77,0.73
643,6/30/2015,PAS,Brent,Understand issues,0.72,0.73
644,6/30/2015,PAS,Bromley,Understand issues,0.7,0.73
645,6/30/2015,PAS,Camden,Understand issues,0.73,0.73
646,6/30/2015,PAS,Croydon,Understand issues,0.66,0.73
647,6/30/2015,PAS,Ealing,Understand issues,0.71,0.73
648,6/30/2015,PAS,Enfield,Understand issues,0.67,0.73
649,6/30/2015,PAS,Greenwich,Understand issues,0.77,0.73
650,6/30/2015,PAS,Hackney,Understand issues,0.74,0.73
651,6/30/2015,PAS,Hammersmith and Fulham,Understand issues,0.72,0.73
652,6/30/2015,PAS,Haringey,Understand issues,0.75,0.73
653,6/30/2015,PAS,Harrow,Understand issues,0.72,0.73
654,6/30/2015,PAS,Havering,Understand issues,0.71,0.73
655,6/30/2015,PAS,Hillingdon,Understand issues,0.74,0.73
656,6/30/2015,PAS,Hounslow,Understand issues,0.66,0.73
657,6/30/2015,PAS,Islington,Understand issues,0.8,0.73
658,6/30/2015,PAS,Kensington and Chelsea,Understand issues,0.75,0.73
659,6/30/2015,PAS,Kingston upon Thames,Understand issues,0.71,0.73
660,6/30/2015,PAS,Lambeth,Understand issues,0.71,0.73
661,6/30/2015,PAS,Lewisham,Understand issues,0.69,0.73
662,6/30/2015,PAS,Merton,Understand issues,0.7,0.73
663,6/30/2015,PAS,Newham,Understand issues,0.73,0.73
664,6/30/2015,PAS,Redbridge,Understand issues,0.77,0.73
665,6/30/2015,PAS,Richmond upon Thames,Understand issues,0.76,0.73
666,6/30/2015,PAS,Southwark,Understand issues,0.75,0.73
667,6/30/2015,PAS,Sutton,Understand issues,0.8,0.73
668,6/30/2015,PAS,Tower Hamlets,Understand issues,0.73,0.73
669,6/30/2015,PAS,Waltham Forest,Understand issues,0.82,0.73
670,6/30/2015,PAS,Wandsworth,Understand issues,0.71,0.73
671,6/30/2015,PAS,City of Westminster,Understand issues,0.8,0.73
672,9/30/2015,PAS,Barking and Dagenham,"""Good Job"" local",0.61,0.67
673,9/30/2015,PAS,Barnet,"""Good Job"" local",0.66,0.67
674,9/30/2015,PAS,Bexley,"""Good Job"" local",0.73,0.67
675,9/30/2015,PAS,Brent,"""Good Job"" local",0.61,0.67
676,9/30/2015,PAS,Bromley,"""Good Job"" local",0.73,0.67
677,9/30/2015,PAS,Camden,"""Good Job"" local",0.68,0.67
678,9/30/2015,PAS,Croydon,"""Good Job"" local",0.59,0.67
679,9/30/2015,PAS,Ealing,"""Good Job"" local",0.63,0.67
680,9/30/2015,PAS,Enfield,"""Good Job"" local",0.59,0.67
681,9/30/2015,PAS,Greenwich,"""Good Job"" local",0.72,0.67
682,9/30/2015,PAS,Hackney,"""Good Job"" local",0.65,0.67
683,9/30/2015,PAS,Hammersmith and Fulham,"""Good Job"" local",0.76,0.67
684,9/30/2015,PAS,Haringey,"""Good Job"" local",0.57,0.67
685,9/30/2015,PAS,Harrow,"""Good Job"" local",0.61,0.67
686,9/30/2015,PAS,Havering,"""Good Job"" local",0.71,0.67
687,9/30/2015,PAS,Hillingdon,"""Good Job"" local",0.63,0.67
688,9/30/2015,PAS,Hounslow,"""Good Job"" local",0.64,0.67
689,9/30/2015,PAS,Islington,"""Good Job"" local",0.72,0.67
690,9/30/2015,PAS,Kensington and Chelsea,"""Good Job"" local",0.8,0.67
691,9/30/2015,PAS,Kingston upon Thames,"""Good Job"" local",0.72,0.67
692,9/30/2015,PAS,Lambeth,"""Good Job"" local",0.69,0.67
693,9/30/2015,PAS,Lewisham,"""Good Job"" local",0.61,0.67
694,9/30/2015,PAS,Merton,"""Good Job"" local",0.67,0.67
695,9/30/2015,PAS,Newham,"""Good Job"" local",0.63,0.67
696,9/30/2015,PAS,Redbridge,"""Good Job"" local",0.68,0.67
697,9/30/2015,PAS,Richmond upon Thames,"""Good Job"" local",0.76,0.67
698,9/30/2015,PAS,Southwark,"""Good Job"" local",0.72,0.67
699,9/30/2015,PAS,Sutton,"""Good Job"" local",0.75,0.67
700,9/30/2015,PAS,Tower Hamlets,"""Good Job"" local",0.63,0.67
701,9/30/2015,PAS,Waltham Forest,"""Good Job"" local",0.69,0.67
702,9/30/2015,PAS,Wandsworth,"""Good Job"" local",0.67,0.67
703,9/30/2015,PAS,City of Westminster,"""Good Job"" local",0.79,0.67
704,9/30/2015,PAS,Barking and Dagenham,Contact ward officer,0.3,0.39
705,9/30/2015,PAS,Barnet,Contact ward officer,0.33,0.39
706,9/30/2015,PAS,Bexley,Contact ward officer,0.29,0.39
707,9/30/2015,PAS,Brent,Contact ward officer,0.43,0.39
708,9/30/2015,PAS,Bromley,Contact ward officer,0.42,0.39
709,9/30/2015,PAS,Camden,Contact ward officer,0.45,0.39
710,9/30/2015,PAS,Croydon,Contact ward officer,0.29,0.39
711,9/30/2015,PAS,Ealing,Contact ward officer,0.46,0.39
712,9/30/2015,PAS,Enfield,Contact ward officer,0.44,0.39
713,9/30/2015,PAS,Greenwich,Contact ward officer,0.45,0.39
714,9/30/2015,PAS,Hackney,Contact ward officer,0.5,0.39
715,9/30/2015,PAS,Hammersmith and Fulham,Contact ward officer,0.33,0.39
716,9/30/2015,PAS,Haringey,Contact ward officer,0.56,0.39
717,9/30/2015,PAS,Harrow,Contact ward officer,0.39,0.39
718,9/30/2015,PAS,Havering,Contact ward officer,0.33,0.39
719,9/30/2015,PAS,Hillingdon,Contact ward officer,0.48,0.39
720,9/30/2015,PAS,Hounslow,Contact ward officer,0.43,0.39
721,9/30/2015,PAS,Islington,Contact ward officer,0.42,0.39
722,9/30/2015,PAS,Kensington and Chelsea,Contact ward officer,0.29,0.39
723,9/30/2015,PAS,Kingston upon Thames,Contact ward officer,0.48,0.39
724,9/30/2015,PAS,Lambeth,Contact ward officer,0.44,0.39
725,9/30/2015,PAS,Lewisham,Contact ward officer,0.47,0.39
726,9/30/2015,PAS,Merton,Contact ward officer,0.35,0.39
727,9/30/2015,PAS,Newham,Contact ward officer,0.38,0.39
728,9/30/2015,PAS,Redbridge,Contact ward officer,0.24,0.39
729,9/30/2015,PAS,Richmond upon Thames,Contact ward officer,0.48,0.39
730,9/30/2015,PAS,Southwark,Contact ward officer,0.41,0.39
731,9/30/2015,PAS,Sutton,Contact ward officer,0.36,0.39
732,9/30/2015,PAS,Tower Hamlets,Contact ward officer,0.38,0.39
733,9/30/2015,PAS,Waltham Forest,Contact ward officer,0.25,0.39
734,9/30/2015,PAS,Wandsworth,Contact ward officer,0.3,0.39
735,9/30/2015,PAS,City of Westminster,Contact ward officer,0.3,0.39
736,9/30/2015,PAS,Barking and Dagenham,Informed local,0.44,0.45
737,9/30/2015,PAS,Barnet,Informed local,0.39,0.45
738,9/30/2015,PAS,Bexley,Informed local,0.53,0.45
739,9/30/2015,PAS,Brent,Informed local,0.4,0.45
740,9/30/2015,PAS,Bromley,Informed local,0.53,0.45
741,9/30/2015,PAS,Camden,Informed local,0.44,0.45
742,9/30/2015,PAS,Croydon,Informed local,0.45,0.45
743,9/30/2015,PAS,Ealing,Informed local,0.47,0.45
744,9/30/2015,PAS,Enfield,Informed local,0.36,0.45
745,9/30/2015,PAS,Greenwich,Informed local,0.52,0.45
746,9/30/2015,PAS,Hackney,Informed local,0.44,0.45
747,9/30/2015,PAS,Hammersmith and Fulham,Informed local,0.53,0.45
748,9/30/2015,PAS,Haringey,Informed local,0.45,0.45
749,9/30/2015,PAS,Harrow,Informed local,0.42,0.45
